"gene_id"	"chromosome"	"geneStart"
"ENSG00000181963.5"	"chr11"	4470525
"ENSG00000181965.4"	"chr5"	134869991
"ENSG00000181982.13"	"chr4"	24807739
"ENSG00000181991.11"	"chr15"	89010684
"ENSG00000182004.8"	"chr1"	203830731
"ENSG00000182010.6"	"chr10"	63942794
"ENSG00000182013.13"	"chr19"	46969748
"ENSG00000182022.13"	"chr10"	125767184
"ENSG00000182035.7"	"chr20"	37209838
"ENSG00000182040.4"	"chr17"	72912176
"ENSG00000182050.9"	"chr12"	86372516
"ENSG00000182053.8"	"chr11"	49050504
"ENSG00000182054.5"	"chr15"	90626277
"ENSG00000182070.4"	"chr11"	5172239
"ENSG00000182077.6"	"chr10"	27687116
"ENSG00000182083.6"	"chr2"	240968841
"ENSG00000182093.10"	"chr21"	40752170
"ENSG00000182095.10"	"chr7"	5346421
"ENSG00000182103.3"	"chr11"	82443053
"ENSG00000182107.5"	"chr14"	61744088
"ENSG00000182108.5"	"chr16"	11022748
"ENSG00000182111.8"	"chr7"	57509883
"ENSG00000182117.4"	"chr15"	34633917
"ENSG00000182118.5"	"chr1"	231154704
"ENSG00000182132.8"	"chr5"	169780491
"ENSG00000182134.11"	"chr1"	151742583
"ENSG00000182141.5"	"chr19"	21473962
"ENSG00000182149.16"	"chr16"	71879899
"ENSG00000182150.11"	"chr9"	98637983
"ENSG00000182154.7"	"chr9"	140445651
"ENSG00000182156.5"	"chr17"	77704681
"ENSG00000182158.10"	"chr7"	137559725
"ENSG00000182162.5"	"chrX"	1581465
"ENSG00000182168.10"	"chr4"	96083655
"ENSG00000182170.3"	"chr11"	3239174
"ENSG00000182173.8"	"chr17"	73512141
"ENSG00000182175.9"	"chr15"	93586636
"ENSG00000182177.9"	"chr2"	237102095
"ENSG00000182179.6"	"chr3"	49842640
"ENSG00000182180.9"	"chr10"	75006510
"ENSG00000182183.10"	"chr1"	53099016
"ENSG00000182185.14"	"chr14"	68286496
"ENSG00000182187.3"	"chr2"	209007297
"ENSG00000182195.6"	"chrX"	140269934
"ENSG00000182196.9"	"chr12"	123464607
"ENSG00000182197.6"	"chr8"	118806729
"ENSG00000182199.6"	"chr12"	57623110
"ENSG00000182208.8"	"chr11"	1490687
"ENSG00000182217.7"	"chr1"	149825607
"ENSG00000182218.5"	"chr14"	100111447
"ENSG00000182220.9"	"chrX"	40440146
"ENSG00000182223.7"	"chr4"	48492269
"ENSG00000182224.7"	"chr17"	7761064
"ENSG00000182230.7"	"chr5"	175487692
"ENSG00000182240.11"	"chr21"	42539728
"ENSG00000182242.7"	"chrX"	153461812
"ENSG00000182247.5"	"chr3"	23244511
"ENSG00000182253.10"	"chr15"	99638420
"ENSG00000182255.6"	"chr11"	30031288
"ENSG00000182256.8"	"chr15"	27216429
"ENSG00000182257.5"	"chr22"	46445358
"ENSG00000182261.3"	"chr11"	7980971
"ENSG00000182263.9"	"chr2"	164449906
"ENSG00000182264.4"	"chr19"	49244109
"ENSG00000182271.8"	"chr17"	28643351
"ENSG00000182287.9"	"chrX"	15843929
"ENSG00000182308.5"	"chr4"	41983713
"ENSG00000182315.4"	"chr19"	7056220
"ENSG00000182318.5"	"chr19"	58838385
"ENSG00000182319.5"	"chr8"	8175258
"ENSG00000182324.5"	"chr19"	48958766
"ENSG00000182325.6"	"chr8"	145579091
"ENSG00000182326.10"	"chr12"	7096351
"ENSG00000182327.7"	"chr17"	4692254
"ENSG00000182329.6"	"chr2"	202937978
"ENSG00000182330.6"	"chr1"	13386646
"ENSG00000182333.10"	"chr10"	90424198
"ENSG00000182334.1"	"chr11"	7846584
"ENSG00000182346.13"	"chr13"	106118216
"ENSG00000182348.5"	"chr7"	88388682
"ENSG00000182352.4"	"chr17"	72580818
"ENSG00000182359.10"	"chr11"	105921825
"ENSG00000182362.9"	"chr21"	47706251
"ENSG00000182368.4"	"chr9"	45727107
"ENSG00000182372.6"	"chr8"	1703944
"ENSG00000182379.9"	"chr12"	57610578
"ENSG00000182389.14"	"chr2"	152689290
"ENSG00000182393.2"	"chr19"	39786965
"ENSG00000182400.10"	"chr14"	39617015
"ENSG00000182405.4"	"chr15"	34394274
"ENSG00000182415.8"	"chrY"	20137667
"ENSG00000182446.9"	"chr17"	79523913
"ENSG00000182447.4"	"chr3"	161214596
"ENSG00000182450.8"	"chr11"	64058774
"ENSG00000182459.4"	"chr17"	80317123
"ENSG00000182463.11"	"chr20"	51588946
"ENSG00000182472.4"	"chr19"	39220827
"ENSG00000182473.16"	"chr17"	74077087
"ENSG00000182481.4"	"chr17"	66031635
"ENSG00000182489.7"	"chrX"	100168431
"ENSG00000182492.11"	"chrX"	152760397
"ENSG00000182500.7"	"chr12"	122064455
"ENSG00000182504.6"	"chr3"	101442769
"ENSG00000182508.9"	"chrX"	111873876
"ENSG00000182511.7"	"chr15"	91426925
"ENSG00000182512.4"	"chr14"	95999840
"ENSG00000182518.9"	"chrX"	55169535
"ENSG00000182521.5"	"chr14"	55880259
"ENSG00000182533.6"	"chr3"	8775486
"ENSG00000182534.9"	"chr17"	74668633
"ENSG00000182541.13"	"chr22"	31608225
"ENSG00000182544.8"	"chr12"	53645035
"ENSG00000182545.6"	"chr14"	20973696
"ENSG00000182551.9"	"chr2"	3501132
"ENSG00000182552.10"	"chr4"	184560788
"ENSG00000182557.3"	"chr17"	4336983
"ENSG00000182566.8"	"chr19"	7793843
"ENSG00000182568.12"	"chr3"	18386879
"ENSG00000182572.2"	"chr6"	27839623
"ENSG00000182575.7"	"chr17"	47653220
"ENSG00000182578.9"	"chr5"	149432854
"ENSG00000182580.2"	"chr3"	184279572
"ENSG00000182583.8"	"chrX"	7810303
"ENSG00000182584.4"	"chr20"	32254304
"ENSG00000182585.5"	"chr4"	75174190
"ENSG00000182591.4"	"chr21"	32252966
"ENSG00000182600.5"	"chr2"	233721980
"ENSG00000182601.6"	"chr16"	25703347
"ENSG00000182606.10"	"chr3"	42055294
"ENSG00000182611.3"	"chr6"	27782112
"ENSG00000182621.12"	"chr20"	8112824
"ENSG00000182628.8"	"chr17"	57187312
"ENSG00000182631.5"	"chr5"	33936491
"ENSG00000182634.7"	"chr11"	123908773
"ENSG00000182636.4"	"chr15"	23930565
"ENSG00000182645.5"	"chr10"	118083940
"ENSG00000182646.12"	"chrX"	52976462
"ENSG00000182652.1"	"chr14"	20215587
"ENSG00000182667.10"	"chr11"	131240373
"ENSG00000182670.9"	"chr21"	38445526
"ENSG00000182674.5"	"chr8"	73449626
"ENSG00000182676.4"	"chr17"	79791368
"ENSG00000182685.3"	"chr16"	2259254
"ENSG00000182687.3"	"chr17"	74070875
"ENSG00000182698.7"	"chr2"	220192131
"ENSG00000182700.3"	"chr5"	139505521
"ENSG00000182704.6"	"chr11"	76493295
"ENSG00000182712.11"	"chrX"	154289897
"ENSG00000182718.12"	"chr15"	60639333
"ENSG00000182732.12"	"chr14"	72399156
"ENSG00000182742.5"	"chr17"	46652875
"ENSG00000182747.4"	"chr6"	137243402
"ENSG00000182749.5"	"chr1"	26187701
"ENSG00000182752.8"	"chr9"	118916083
"ENSG00000182759.3"	"chr8"	144501352
"ENSG00000182768.7"	"chr15"	90808891
"ENSG00000182771.13"	"chr10"	87359312
"ENSG00000182774.6"	"chr15"	83205504
"ENSG00000182776.4"	"chrX"	51793956
"ENSG00000182782.7"	"chr12"	123185840
"ENSG00000182783.3"	"chr1"	248721784
"ENSG00000182791.3"	"chr11"	66357640
"ENSG00000182793.6"	"chr6"	52696453
"ENSG00000182795.12"	"chr1"	207191866
"ENSG00000182798.6"	"chrX"	16185604
"ENSG00000182809.6"	"chr14"	105939299
"ENSG00000182810.5"	"chr16"	68055179
"ENSG00000182816.6"	"chr21"	31743709
"ENSG00000182824.6"	"chr22"	18721427
"ENSG00000182827.8"	"chr1"	226332380
"ENSG00000182831.7"	"chr16"	9185505
"ENSG00000182836.5"	"chr5"	41307056
"ENSG00000182851.2"	"chr8"	144295068
"ENSG00000182853.7"	"chr17"	4688580
"ENSG00000182858.9"	"chr22"	50293877
"ENSG00000182866.12"	"chr1"	32716840
"ENSG00000182870.8"	"chr12"	132680924
"ENSG00000182871.10"	"chr21"	46825052
"ENSG00000182872.11"	"chrX"	47004268
"ENSG00000182885.12"	"chr16"	57702099
"ENSG00000182890.3"	"chrX"	120181462
"ENSG00000182896.8"	"chr17"	7258442
"ENSG00000182898.3"	"chr1"	152056620
"ENSG00000182899.10"	"chr3"	197676858
"ENSG00000182901.11"	"chr1"	240931554
"ENSG00000182902.9"	"chr22"	18043139
"ENSG00000182909.5"	"chr19"	54972981
"ENSG00000182912.6"	"chr21"	45937099
"ENSG00000182916.7"	"chrX"	102585124
"ENSG00000182919.10"	"chr11"	93474757
"ENSG00000182923.12"	"chr3"	134204585
"ENSG00000182931.5"	"chr20"	44313292
"ENSG00000182934.7"	"chr11"	126132814
"ENSG00000182938.4"	"chr17"	72931814
"ENSG00000182944.13"	"chr22"	29663998
"ENSG00000182950.2"	"chr15"	76016318
"ENSG00000182952.4"	"chr6"	26538633
"ENSG00000182957.11"	"chr13"	24553944
"ENSG00000182963.5"	"chr17"	42875816
"ENSG00000182968.3"	"chr13"	112721913
"ENSG00000182973.14"	"chr3"	32726637
"ENSG00000182974.2"	"chr15"	22368478
"ENSG00000182979.13"	"chr14"	105886159
"ENSG00000182983.10"	"chr3"	42947223
"ENSG00000182985.12"	"chr11"	115039938
"ENSG00000182986.8"	"chr19"	53367043
"ENSG00000182993.3"	"chr12"	14956506
"ENSG00000183010.12"	"chr17"	79890260
"ENSG00000183011.9"	"chr17"	7760003
"ENSG00000183018.4"	"chr17"	4402133
"ENSG00000183019.3"	"chr19"	7741514
"ENSG00000183023.14"	"chr2"	40324410
"ENSG00000183024.3"	"chr17"	3029878
"ENSG00000183032.6"	"chr14"	37147636
"ENSG00000183034.8"	"chr17"	72920370
"ENSG00000183035.8"	"chrX"	83116154
"ENSG00000183036.6"	"chr21"	41239243
"ENSG00000183038.9"	"chr22"	20366206
"ENSG00000183044.7"	"chr16"	8768422
"ENSG00000183048.7"	"chr17"	79670401
"ENSG00000183049.8"	"chr10"	12391481
"ENSG00000183060.11"	"chr15"	100255902
"ENSG00000183066.10"	"chr22"	42394729
"ENSG00000183067.5"	"chr21"	41117334
"ENSG00000183072.9"	"chr5"	172659112
"ENSG00000183077.11"	"chr17"	76183398
"ENSG00000183086.10"	"chr7"	74379083
"ENSG00000183087.10"	"chr13"	114523522
"ENSG00000183090.5"	"chr4"	144498455
"ENSG00000183091.15"	"chr2"	152341850
"ENSG00000183092.11"	"chr14"	101003486
"ENSG00000183098.6"	"chr13"	93879095
"ENSG00000183103.6"	"chr19"	42341148
"ENSG00000183111.7"	"chr5"	148931510
"ENSG00000183114.6"	"chr1"	20878932
"ENSG00000183117.13"	"chr8"	2792875
"ENSG00000183128.7"	"chr10"	105232561
"ENSG00000183130.2"	"chr1"	248789420
"ENSG00000183134.4"	"chr11"	60618413
"ENSG00000183137.10"	"chr6"	109416313
"ENSG00000183145.4"	"chr21"	38378450
"ENSG00000183146.4"	"chrY"	23544840
"ENSG00000183148.5"	"chr9"	42368303
"ENSG00000183150.3"	"chr12"	12813825
"ENSG00000183153.5"	"chr17"	38517235
"ENSG00000183154.1"	"chr8"	37592279
"ENSG00000183155.4"	"chr1"	202848085
"ENSG00000183160.8"	"chr12"	108983622
"ENSG00000183161.3"	"chr11"	22644079
"ENSG00000183166.6"	"chr7"	71244476
"ENSG00000183172.8"	"chr22"	42475695
"ENSG00000183196.4"	"chr16"	75510949
"ENSG00000183206.12"	"chr18"	14507338
"ENSG00000183207.8"	"chr19"	49496705
"ENSG00000183208.8"	"chr15"	90777040
"ENSG00000183230.12"	"chr10"	67672276
"ENSG00000183246.6"	"chr22"	21899646
"ENSG00000183248.7"	"chr19"	7933605
"ENSG00000183250.7"	"chr21"	46352729
"ENSG00000183251.3"	"chr11"	5322244
"ENSG00000183255.7"	"chr21"	46269500
"ENSG00000183258.7"	"chr5"	176938578
"ENSG00000183260.5"	"chr20"	62492566
"ENSG00000183269.5"	"chr11"	5877904
"ENSG00000183273.2"	"chr12"	119772517
"ENSG00000183281.10"	"chr2"	87229682
"ENSG00000183283.11"	"chr12"	51632076
"ENSG00000183287.9"	"chr18"	57098172
"ENSG00000183291.11"	"chr1"	87328132
"ENSG00000183292.8"	"chr2"	131328402
"ENSG00000183303.2"	"chr11"	7817452
"ENSG00000183304.6"	"chrX"	8758836
"ENSG00000183305.9"	"chrX"	151883082
"ENSG00000183307.3"	"chr22"	17597189
"ENSG00000183309.7"	"chr8"	144718183
"ENSG00000183310.2"	"chr1"	248737022
"ENSG00000183313.4"	"chr11"	6007122
"ENSG00000183317.12"	"chr1"	38179552
"ENSG00000183318.7"	"chr17"	8656424
"ENSG00000183323.8"	"chr5"	68576002
"ENSG00000183324.6"	"chr15"	73735499
"ENSG00000183336.7"	"chr16"	29464914
"ENSG00000183337.12"	"chrX"	39909068
"ENSG00000183340.5"	"chr11"	96123153
"ENSG00000183346.6"	"chr10"	63422719
"ENSG00000183347.13"	"chr1"	89829617
"ENSG00000183354.7"	"chr9"	5881596
"ENSG00000183379.4"	"chr14"	74872596
"ENSG00000183386.5"	"chr1"	38462442
"ENSG00000183389.4"	"chr11"	6023216
"ENSG00000183395.4"	"chr12"	102590237
"ENSG00000183396.3"	"chr3"	48658192
"ENSG00000183397.5"	"chr19"	3539152
"ENSG00000183401.7"	"chr19"	11455360
"ENSG00000183421.7"	"chr21"	43159529
"ENSG00000183423.7"	"chr4"	110769358
"ENSG00000183426.11"	"chr16"	15016659
"ENSG00000183431.7"	"chr1"	38422647
"ENSG00000183434.9"	"chrX"	132350697
"ENSG00000183439.5"	"chr4"	165875598
"ENSG00000183454.9"	"chr16"	9852376
"ENSG00000183461.12"	"chrX"	52511761
"ENSG00000183463.5"	"chr13"	28551851
"ENSG00000183470.5"	"chr7"	132333553
"ENSG00000183473.5"	"chr22"	37600278
"ENSG00000183474.11"	"chr5"	68856035
"ENSG00000183475.8"	"chr15"	101142739
"ENSG00000183476.8"	"chr15"	78370150
"ENSG00000183479.8"	"chrX"	152710178
"ENSG00000183484.7"	"chr14"	105515728
"ENSG00000183486.8"	"chr21"	42733870
"ENSG00000183495.9"	"chr12"	132434508
"ENSG00000183496.5"	"chr15"	82334119
"ENSG00000183508.4"	"chr1"	118148556
"ENSG00000183513.4"	"chr2"	99215773
"ENSG00000183520.7"	"chr1"	38474930
"ENSG00000183527.7"	"chr21"	40546695
"ENSG00000183530.9"	"chr22"	32072242
"ENSG00000183542.4"	"chr12"	10559983
"ENSG00000183549.6"	"chr16"	20420856
"ENSG00000183559.7"	"chr10"	124457225
"ENSG00000183560.4"	"chr11"	94038759
"ENSG00000183562.2"	"chr11"	3011093
"ENSG00000183569.13"	"chr22"	42949623
"ENSG00000183570.12"	"chr21"	47063608
"ENSG00000183571.9"	"chr15"	99511459
"ENSG00000183576.8"	"chr14"	99864083
"ENSG00000183578.5"	"chr15"	51348795
"ENSG00000183579.11"	"chr22"	29279580
"ENSG00000183580.8"	"chr5"	15500305
"ENSG00000183597.11"	"chr22"	20004537
"ENSG00000183598.3"	"chr1"	149784826
"ENSG00000183605.12"	"chr10"	120900279
"ENSG00000183607.5"	"chr2"	69172364
"ENSG00000183615.5"	"chr1"	32712834
"ENSG00000183617.4"	"chr19"	3762662
"ENSG00000183621.11"	"chr10"	31109136
"ENSG00000183624.9"	"chr3"	128997671
"ENSG00000183625.10"	"chr3"	46205096
"ENSG00000183628.8"	"chr22"	18893541
"ENSG00000183629.9"	"chr15"	28764757
"ENSG00000183631.4"	"chrX"	125953747
"ENSG00000183632.10"	"chr16"	32684852
"ENSG00000183638.5"	"chr8"	10463859
"ENSG00000183640.4"	"chr21"	32185016
"ENSG00000183643.2"	"chr15"	93014884
"ENSG00000183644.9"	"chr11"	111385510
"ENSG00000183647.6"	"chr19"	58111253
"ENSG00000183648.5"	"chr14"	92582466
"ENSG00000183653.4"	"chr21"	30968360
"ENSG00000183654.8"	"chr5"	16067248
"ENSG00000183655.11"	"chr15"	86302554
"ENSG00000183657.2"	"chr3"	171509580
"ENSG00000183662.6"	"chr3"	68053359
"ENSG00000183665.4"	"chr8"	125463048
"ENSG00000183668.13"	"chr19"	43715943
"ENSG00000183671.8"	"chr2"	207040040
"ENSG00000183675.10"	"chr10"	48736874
"ENSG00000183678.8"	"chrX"	153813407
"ENSG00000183682.7"	"chr1"	39957318
"ENSG00000183684.6"	"chr17"	79845713
"ENSG00000183690.12"	"chrX"	44007128
"ENSG00000183691.4"	"chr17"	54671060
"ENSG00000183695.2"	"chr11"	19076002
"ENSG00000183696.9"	"chr7"	48128225
"ENSG00000183704.6"	"chrY"	13496241
"ENSG00000183706.4"	"chr15"	22382382
"ENSG00000183709.7"	"chr19"	39759154
"ENSG00000183715.9"	"chr11"	132284871
"ENSG00000183722.7"	"chr13"	39917029
"ENSG00000183723.8"	"chr16"	66648653
"ENSG00000183726.6"	"chr1"	25664408
"ENSG00000183729.3"	"chr8"	53850991
"ENSG00000183733.6"	"chr2"	71004442
"ENSG00000183734.4"	"chr11"	2289725
"ENSG00000183735.5"	"chr12"	64845660
"ENSG00000183741.7"	"chr22"	39257455
"ENSG00000183742.8"	"chr7"	20174278
"ENSG00000183747.7"	"chr16"	20462783
"ENSG00000183748.4"	"chr10"	17851362
"ENSG00000183751.10"	"chr16"	2022038
"ENSG00000183760.6"	"chr19"	39574553
"ENSG00000183762.8"	"chr22"	29469066
"ENSG00000183763.4"	"chr3"	49866034
"ENSG00000183765.16"	"chr22"	29083731
"ENSG00000183770.5"	"chr3"	138663066
"ENSG00000183773.11"	"chr22"	21319396
"ENSG00000183775.6"	"chr5"	143550396
"ENSG00000183778.13"	"chr21"	40928369
"ENSG00000183779.5"	"chr8"	37553269
"ENSG00000183780.8"	"chr1"	234040679
"ENSG00000183783.6"	"chr4"	44175926
"ENSG00000183785.10"	"chr22"	18593097
"ENSG00000183791.4"	"chr18"	44554573
"ENSG00000183793.9"	"chr16"	15457516
"ENSG00000183798.4"	"chr20"	39988606
"ENSG00000183801.3"	"chr11"	7506619
"ENSG00000183807.6"	"chr6"	117073363
"ENSG00000183808.7"	"chr8"	94741584
"ENSG00000183813.6"	"chr3"	32993066
"ENSG00000183814.11"	"chr1"	226418850
"ENSG00000183826.12"	"chr6"	38136227
"ENSG00000183828.10"	"chr14"	105639275
"ENSG00000183831.6"	"chr1"	173578700
"ENSG00000183833.12"	"chr3"	119421869
"ENSG00000183837.8"	"chrX"	152224766
"ENSG00000183840.5"	"chr2"	133174147
"ENSG00000183844.12"	"chr21"	42676139
"ENSG00000183850.9"	"chr19"	23258012
"ENSG00000183853.13"	"chr1"	157963063
"ENSG00000183856.6"	"chr1"	156495197
"ENSG00000183862.5"	"chrX"	150906923
"ENSG00000183864.4"	"chr22"	41829496
"ENSG00000183873.11"	"chr3"	38589548
"ENSG00000183876.8"	"chr5"	149675906
"ENSG00000183878.11"	"chrY"	15360259
"ENSG00000183888.4"	"chr1"	16330731
"ENSG00000183889.8"	"chr16"	16411301
"ENSG00000183891.5"	"chr2"	20096404
"ENSG00000183908.5"	"chr11"	56949221
"ENSG00000183914.10"	"chr17"	7620672
"ENSG00000183918.10"	"chrX"	123480194
"ENSG00000183921.5"	"chr16"	22177618
"ENSG00000183941.8"	"chr1"	149804221
"ENSG00000183943.5"	"chrX"	3522411
"ENSG00000183955.8"	"chr12"	123868320
"ENSG00000183960.4"	"chr3"	19189946
"ENSG00000183963.14"	"chr22"	31460091
"ENSG00000183971.5"	"chr16"	2059927
"ENSG00000183977.9"	"chr3"	20021453
"ENSG00000183978.7"	"chr17"	40947165
"ENSG00000183979.7"	"chr17"	79858621
"ENSG00000184005.9"	"chr1"	76540404
"ENSG00000184007.13"	"chr1"	32372022
"ENSG00000184009.5"	"chr17"	79476997
"ENSG00000184012.7"	"chr21"	42836478
"ENSG00000184014.3"	"chr11"	9160372
"ENSG00000184022.2"	"chr1"	248756052
"ENSG00000184029.5"	"chr21"	39323728
"ENSG00000184032.2"	"chr21"	32007555
"ENSG00000184033.8"	"chrX"	153845865
"ENSG00000184040.7"	"chr10"	17794251
"ENSG00000184047.11"	"chr12"	122692210
"ENSG00000184056.10"	"chr15"	91541646
"ENSG00000184058.8"	"chr22"	19744226
"ENSG00000184060.6"	"chr17"	29233362
"ENSG00000184076.10"	"chr22"	30163358
"ENSG00000184083.7"	"chrX"	54094757
"ENSG00000184108.3"	"chr4"	189060573
"ENSG00000184110.10"	"chr16"	28699879
"ENSG00000184113.8"	"chr22"	19510547
"ENSG00000184117.7"	"chr22"	29950797
"ENSG00000184144.5"	"chr1"	205012325
"ENSG00000184148.3"	"chr1"	152943142
"ENSG00000184154.8"	"chr11"	71791382
"ENSG00000184155.7"	"chr1"	159504793
"ENSG00000184156.11"	"chr8"	133133108
"ENSG00000184160.6"	"chr4"	3768075
"ENSG00000184162.10"	"chr19"	19312225
"ENSG00000184163.3"	"chr1"	1177826
"ENSG00000184164.10"	"chr22"	50311815
"ENSG00000184166.1"	"chr17"	2995352
"ENSG00000184178.11"	"chr4"	53739149
"ENSG00000184182.14"	"chr2"	238875469
"ENSG00000184185.5"	"chr17"	21279509
"ENSG00000184194.5"	"chrX"	53078273
"ENSG00000184203.3"	"chr3"	195241221
"ENSG00000184205.10"	"chrX"	53111549
"ENSG00000184206.7"	"chr15"	84904525
"ENSG00000184207.8"	"chr16"	2261998
"ENSG00000184208.10"	"chr22"	42084943
"ENSG00000184209.14"	"chr12"	123942188
"ENSG00000184210.5"	"chrX"	69397333
"ENSG00000184216.7"	"chrX"	153275951
"ENSG00000184220.6"	"chr3"	99536678
"ENSG00000184221.8"	"chr21"	34442450
"ENSG00000184224.3"	"chr11"	67370351
"ENSG00000184226.10"	"chr13"	66876967
"ENSG00000184227.3"	"chr14"	74003818
"ENSG00000184232.4"	"chr11"	120081475
"ENSG00000184254.12"	"chr15"	101417919
"ENSG00000184258.5"	"chrX"	139865425
"ENSG00000184260.4"	"chr1"	149858525
"ENSG00000184261.4"	"chr2"	47743720
"ENSG00000184270.3"	"chr1"	149859019
"ENSG00000184271.11"	"chr12"	51580719
"ENSG00000184276.2"	"chr11"	71544246
"ENSG00000184281.10"	"chr11"	2421718
"ENSG00000184292.5"	"chr1"	59041099
"ENSG00000184293.3"	"chr12"	9868456
"ENSG00000184302.6"	"chr14"	60975669
"ENSG00000184304.10"	"chr14"	30045687
"ENSG00000184305.10"	"chr4"	91048686
"ENSG00000184307.9"	"chr3"	113666748
"ENSG00000184313.15"	"chr1"	55107463
"ENSG00000184321.1"	"chr11"	5423827
"ENSG00000184330.7"	"chr1"	153389000
"ENSG00000184343.6"	"chrX"	153041867
"ENSG00000184344.3"	"chr12"	7842378
"ENSG00000184345.4"	"chr3"	51895645
"ENSG00000184347.10"	"chr5"	168088745
"ENSG00000184348.2"	"chr6"	27805658
"ENSG00000184349.8"	"chr5"	106712590
"ENSG00000184350.8"	"chr11"	3248928
"ENSG00000184351.7"	"chr21"	31852018
"ENSG00000184357.3"	"chr6"	27834570
"ENSG00000184361.8"	"chr17"	43331760
"ENSG00000184368.11"	"chrX"	20024831
"ENSG00000184371.9"	"chr1"	110452864
"ENSG00000184374.2"	"chr8"	120007691
"ENSG00000184378.2"	"chr3"	169484709
"ENSG00000184381.14"	"chr22"	38507502
"ENSG00000184384.9"	"chr11"	95709762
"ENSG00000184385.2"	"chr21"	43522244
"ENSG00000184388.4"	"chrX"	72223352
"ENSG00000184389.8"	"chr1"	33772367
"ENSG00000184394.1"	"chr14"	20611895
"ENSG00000184402.10"	"chr20"	60718822
"ENSG00000184408.5"	"chr7"	119913722
"ENSG00000184428.8"	"chr8"	144386554
"ENSG00000184432.5"	"chr3"	139074442
"ENSG00000184434.7"	"chr9"	26993134
"ENSG00000184436.7"	"chr22"	21353393
"ENSG00000184445.7"	"chr12"	123011793
"ENSG00000184451.5"	"chr17"	40830907
"ENSG00000184454.6"	"chr1"	24882602
"ENSG00000184459.4"	"chr22"	32809834
"ENSG00000184465.11"	"chr6"	169857307
"ENSG00000184470.15"	"chr22"	19863040
"ENSG00000184471.6"	"chr16"	1140005
"ENSG00000184478.6"	"chr11"	5968570
"ENSG00000184481.12"	"chrX"	70316047
"ENSG00000184486.7"	"chr6"	99282580
"ENSG00000184489.7"	"chr8"	142402093
"ENSG00000184492.5"	"chr2"	114256661
"ENSG00000184497.8"	"chr13"	114462216
"ENSG00000184500.10"	"chr3"	93591881
"ENSG00000184502.3"	"chr17"	39868578
"ENSG00000184507.11"	"chr15"	34635516
"ENSG00000184508.6"	"chr15"	91474148
"ENSG00000184515.6"	"chrX"	101408680
"ENSG00000184517.7"	"chr16"	75182390
"ENSG00000184530.8"	"chr6"	127840600
"ENSG00000184544.7"	"chr17"	9674751
"ENSG00000184545.6"	"chr11"	1575274
"ENSG00000184557.3"	"chr17"	76352864
"ENSG00000184560.3"	"chr17"	7328934
"ENSG00000184564.8"	"chr13"	86366925
"ENSG00000184566.2"	"chr11"	33902189
"ENSG00000184571.9"	"chr22"	25115001
"ENSG00000184574.5"	"chr12"	6728001
"ENSG00000184575.7"	"chr12"	64798130
"ENSG00000184584.8"	"chr5"	138855119
"ENSG00000184588.13"	"chr1"	66258197
"ENSG00000184599.9"	"chr1"	113263041
"ENSG00000184601.6"	"chr14"	105046021
"ENSG00000184602.5"	"chr16"	11762270
"ENSG00000184608.4"	"chr8"	11225911
"ENSG00000184611.7"	"chr2"	163227917
"ENSG00000184613.6"	"chr12"	44902058
"ENSG00000184619.3"	"chr17"	8271955
"ENSG00000184634.11"	"chrX"	70338406
"ENSG00000184635.9"	"chr19"	20011722
"ENSG00000184640.13"	"chr17"	75276651
"ENSG00000184647.6"	"chr8"	10383056
"ENSG00000184650.5"	"chr17"	8243182
"ENSG00000184661.9"	"chr8"	25316513
"ENSG00000184672.7"	"chr8"	85095022
"ENSG00000184674.8"	"chr22"	24376133
"ENSG00000184675.5"	"chrX"	63404997
"ENSG00000184677.12"	"chr1"	22778344
"ENSG00000184678.8"	"chr1"	149856010
"ENSG00000184682.5"	"chr11"	1910375
"ENSG00000184697.6"	"chr16"	3064713
"ENSG00000184698.3"	"chr11"	5410607
"ENSG00000184702.13"	"chr22"	19701987
"ENSG00000184708.13"	"chr22"	31832963
"ENSG00000184709.7"	"chr9"	140063210
"ENSG00000184716.9"	"chr15"	44086360
"ENSG00000184719.7"	"chr10"	90033621
"ENSG00000184724.5"	"chr21"	31985750
"ENSG00000184730.6"	"chr16"	28505970
"ENSG00000184735.5"	"chrX"	23018087
"ENSG00000184743.8"	"chr11"	63391559
"ENSG00000184750.11"	"chrX"	151918387
"ENSG00000184752.8"	"chr12"	95290831
"ENSG00000184761.7"	"chr2"	131296668
"ENSG00000184774.6"	"chr1"	202789394
"ENSG00000184779.8"	"chr15"	82821158
"ENSG00000184785.4"	"chrX"	134124968
"ENSG00000184786.4"	"chr6"	170140210
"ENSG00000184787.14"	"chr21"	46188955
"ENSG00000184788.8"	"chrX"	84347293
"ENSG00000184792.11"	"chr22"	31089769
"ENSG00000184809.8"	"chr21"	40969074
"ENSG00000184811.3"	"chr17"	1182957
"ENSG00000184814.5"	"chr3"	138737873
"ENSG00000184825.4"	"chr6"	27114861
"ENSG00000184828.5"	"chr18"	45553044
"ENSG00000184831.9"	"chrX"	23851470
"ENSG00000184838.10"	"chr5"	119799973
"ENSG00000184840.7"	"chr5"	177019159
"ENSG00000184845.3"	"chr5"	174867042
"ENSG00000184857.7"	"chr16"	8874241
"ENSG00000184860.5"	"chr16"	82031221
"ENSG00000184863.6"	"chr7"	155437145
"ENSG00000184867.9"	"chrX"	100910267
